1,0.0107435,0.0107747,0.0320426,0.0320506,0.0525697,0.0525713,0.0715946,0.0715997,0.0882171,0.0882182,0.101829,0.101837,0.112762,0.112768,0.121948,0.121956,0.123881,0.124357,0.126131,0.126161,0.130213,0.130228,0.130293,0.130293,0.137136,0.13714,0.138066,0.138068,0.145747,0.147375,0.145747,0.147375,0.153382,0.153394,0.161033,0.161057,0.161407,0.161409,0.168716,0.168754,0.176437,0.176458,0.178748,0.178748,0.184097,0.184196,0.191736,0.191775,0.198312,0.198314,0.198978,0.199252,0.205552,0.206019,0.209793,0.212115,0.219107,0.219107,0.222056,0.229571,0.237157,0.240416,0.240416,0.243737,0.249176,0.253918,0.258621,0.261273,0.261663,0.261667,0.266496,0.266962,0.270566,0.271695,0.273193,0.27373,0.274147,0.274197,0.276402,0.276417,0.280878,0.28088,0.281482,0.2815,0.282563,0.282582,0.286649,0.286655,0.290377,0.290438,0.293516,0.293521,0.296981,0.296984,0.301243,0.301245,0.302303,0.302376,0.308769,0.308772
2,0.010127,0.011391,0.0314284,0.0326642,0.051984,0.0531557,0.0710675,0.0721248,0.0877707,0.0886619,0.101475,0.102189,0.112473,0.113055,0.121698,0.122205,0.123881,0.12436,0.126058,0.126235,0.129985,0.130135,0.130445,0.130463,0.136892,0.137387,0.13784,0.138295,0.145522,0.14702,0.145972,0.147734,0.153163,0.153613,0.160818,0.160943,0.161271,0.161875,0.168508,0.168962,0.176221,0.176675,0.178201,0.179297,0.183916,0.184378,0.191534,0.191978,0.197716,0.198864,0.198911,0.199365,0.205492,0.206077,0.209787,0.212116,0.218485,0.219729,0.222056,0.229571,0.237157,0.239788,0.241045,0.243737,0.249176,0.253919,0.258616,0.261041,0.261289,0.262281,0.26642,0.267039,0.270566,0.271695,0.273188,0.273737,0.273944,0.274401,0.2763,0.276521,0.280728,0.281031,0.28119,0.281531,0.282544,0.282855,0.286466,0.28684,0.290199,0.29062,0.293303,0.293735,0.296924,0.297007,0.301007,0.301481,0.302152,0.302533,0.308726,0.308829
3,0.00949503,0.0120224,0.0308096,0.033281,0.0513963,0.0537396,0.0705357,0.0726503,0.0873211,0.0891035,0.101114,0.102542,0.11218,0.113344,0.121444,0.122458,0.123878,0.124367,0.125974,0.126325,0.12975,0.12998,0.130613,0.130692,0.136648,0.137612,0.13764,0.138522,0.145297,0.146669,0.146197,0.148096,0.152938,0.153837,0.160481,0.160594,0.161496,0.162345,0.168282,0.177655,0.169188,0.175994,0.176902,0.179848,0.183693,0.184601,0.191313,0.192198,0.19712,0.198673,0.19951,0.199555,0.20536,0.206205,0.20977,0.212121,0.217864,0.220352,0.222056,0.229571,0.237156,0.239159,0.241673,0.243737,0.249175,0.253923,0.2586,0.260425,0.261314,0.262897,0.266263,0.267201,0.270566,0.271696,0.273174,0.273717,0.273757,0.274629,0.276192,0.276633,0.280578,0.28073,0.281184,0.281409,0.28267,0.28329,0.28628,0.287028,0.289999,0.290833,0.293089,0.293952,0.296836,0.296991,0.300771,0.301719,0.301987,0.302718,0.308704,0.308862
4,0.00886282,0.0126536,0.0301901,0.0338972,0.0508074,0.0543222,0.0700018,0.0731737,0.0868688,0.0895425,0.100751,0.102894,0.111885,0.113632,0.121188,0.122709,0.123873,0.12438,0.125892,0.126417,0.129513,0.129827,0.130778,0.130926,0.136408,0.137384,0.137895,0.138749,0.145072,0.14632,0.146422,0.148461,0.152713,0.154062,0.160022,0.160368,0.161722,0.162818,0.168055,0.177112,0.169415,0.175767,0.177128,0.180401,0.183468,0.184825,0.191091,0.192418,0.196525,0.19847,0.199755,0.200111,0.205201,0.206355,0.209742,0.212129,0.217243,0.220975,0.222055,0.229571,0.237156,0.23853,0.242302,0.243738,0.249173,0.253929,0.258575,0.259806,0.261359,0.263513,0.266083,0.26739,0.270566,0.271698,0.273153,0.273491,0.273789,0.274857,0.276086,0.276746,0.280209,0.280429,0.281227,0.281339,0.282852,0.283775,0.286096,0.287217,0.289806,0.291048,0.292875,0.294169,0.296725,0.296928,0.300535,0.301846,0.301957,0.302892,0.30871,0.308726
5,0.00823044,0.0132846,0.0295701,0.0345128,0.0502172,0.0549034,0.0694659,0.0736949,0.0864138,0.0899787,0.100385,0.103242,0.111589,0.113918,0.120932,0.12296,0.123868,0.124396,0.125812,0.126511,0.129277,0.129676,0.130945,0.13116,0.13617,0.137156,0.138153,0.138976,0.144847,0.145975,0.146647,0.14883,0.152489,0.154287,0.159567,0.160142,0.161948,0.163294,0.167829,0.17657,0.169642,0.17554,0.177355,0.180956,0.183242,0.18505,0.190869,0.192639,0.195931,0.198262,0.199959,0.200712,0.205031,0.206512,0.209704,0.212139,0.216622,0.221599,0.222055,0.229571,0.237156,0.237902,0.24293,0.243739,0.24917,0.253937,0.258541,0.259187,0.261419,0.264128,0.265896,0.267588,0.270566,0.271701,0.273127,0.273264,0.27383,0.275085,0.27598,0.276861,0.279662,0.280281,0.281023,0.281495,0.283055,0.284268,0.285912,0.287407,0.289624,0.29266,0.291266,0.294388,0.296595,0.296815,0.300299,0.301737,0.302196,0.303046,0.308502,0.308747
6,0.0075979,0.0139154,0.0289495,0.0351276,0.0496258,0.0554833,0.0689281,0.0742138,0.0859562,0.0904122,0.100018,0.103589,0.111291,0.114202,0.120675,0.12321,0.123861,0.124417,0.125733,0.126607,0.12904,0.129528,0.131114,0.131394,0.135936,0.136928,0.138414,0.139203,0.144622,0.145633,0.146871,0.149201,0.152264,0.154512,0.159114,0.159917,0.162174,0.163773,0.167602,0.176031,0.169868,0.175313,0.177582,0.181513,0.183017,0.185275,0.190648,0.192859,0.195338,0.198053,0.200164,0.201314,0.204855,0.206672,0.209655,0.212151,0.216002,0.222054,0.222224,0.229571,0.237154,0.237275,0.243558,0.24374,0.249167,0.253948,0.258495,0.258573,0.261494,0.264743,0.265708,0.267791,0.270566,0.271704,0.273038,0.273098,0.273879,0.275314,0.275877,0.279101,0.276977,0.280135,0.280809,0.281651,0.283267,0.284753,0.285729,0.287599,0.289457,0.292449,0.291484,0.294607,0.296449,0.29665,0.300065,0.301665,0.302435,0.303174,0.308265,0.308818
7,0.00696522,0.0145459,0.0283283,0.0357417,0.0490333,0.0560618,0.0683882,0.0747306,0.0854959,0.090843,0.0996471,0.103934,0.110991,0.114485,0.120417,0.12346,0.123854,0.124442,0.125657,0.128803,0.126706,0.129382,0.131286,0.131627,0.135704,0.1367,0.138678,0.13943,0.144397,0.145295,0.147096,0.149577,0.152039,0.154737,0.158665,0.159691,0.1624,0.164255,0.167376,0.175494,0.170095,0.175086,0.177809,0.182071,0.182791,0.1855,0.190425,0.193078,0.194747,0.197842,0.200368,0.201917,0.204675,0.206832,0.209597,0.212165,0.215383,0.222054,0.222847,0.229572,0.236644,0.237156,0.243741,0.244187,0.249163,0.25396,0.257944,0.258459,0.261582,0.265521,0.265357,0.267997,0.270565,0.271708,0.272813,0.273068,0.273933,0.275543,0.275774,0.278533,0.277094,0.27999,0.280588,0.281809,0.283485,0.285218,0.285548,0.287791,0.289315,0.292237,0.291703,0.294827,0.296291,0.296434,0.29983,0.301629,0.302674,0.303271,0.308022,0.308923
8,0.00633242,0.0151762,0.0277065,0.036355,0.0484396,0.0566388,0.0678464,0.0752451,0.085033,0.0912711,0.0992742,0.104276,0.11069,0.114767,0.120158,0.123709,0.123846,0.12447,0.125583,0.128565,0.126806,0.129238,0.13146,0.13186,0.135475,0.136471,0.138946,0.139656,0.144172,0.14496,0.147321,0.149955,0.151814,0.154962,0.158218,0.159466,0.162626,0.164739,0.167149,0.174958,0.170322,0.174859,0.178036,0.182565,0.182631,0.185725,0.190203,0.193298,0.194156,0.197631,0.200573,0.202521,0.204493,0.206992,0.209529,0.21218,0.214764,0.222054,0.223472,0.229572,0.236015,0.237155,0.243742,0.244815,0.249159,0.253973,0.257323,0.258412,0.261679,0.265335,0.265969,0.268206,0.270565,0.271712,0.272588,0.273038,0.273992,0.275673,0.275772,0.277958,0.277213,0.279845,0.280365,0.281968,0.283705,0.285367,0.285646,0.287984,0.289208,0.292026,0.291922,0.295047,0.296122,0.296172,0.299596,0.30163,0.302914,0.303336,0.307779,0.309061
9,0.0056995,0.0158062,0.0270843,0.0369676,0.0478448,0.0572144,0.0673027,0.0757574,0.0845675,0.0916966,0.0988988,0.104616,0.110387,0.115048,0.119898,0.123839,0.123957,0.124501,0.125511,0.128327,0.126908,0.129096,0.131636,0.132093,0.135249,0.136243,0.139216,0.139883,0.143947,0.144628,0.147546,0.150337,0.15159,0.155187,0.157774,0.15924,0.162851,0.165226,0.166923,0.174425,0.170549,0.174632,0.178262,0.182339,0.183193,0.18595,0.189981,0.193517,0.193567,0.197419,0.200777,0.203126,0.204309,0.207149,0.209454,0.212195,0.214145,0.222053,0.224097,0.229572,0.235387,0.237155,0.243743,0.245443,0.249155,0.253987,0.256701,0.258364,0.261786,0.265153,0.266581,0.268417,0.270564,0.271716,0.272363,0.273009,0.274055,0.275574,0.276002,0.277378,0.277332,0.279702,0.280139,0.282128,0.283926,0.285187,0.28602,0.288178,0.289154,0.291816,0.292141,0.295268,0.295865,0.295947,0.299363,0.301662,0.303152,0.303369,0.307535,0.309226
10,0.00506648,0.0164359,0.0264614,0.0375794,0.0472489,0.0577886,0.066757,0.0762674,0.0840994,0.0921193,0.0985208,0.104953,0.110082,0.115327,0.119637,0.123831,0.124205,0.124534,0.125441,0.128088,0.127012,0.128956,0.131815,0.132326,0.135025,0.136014,0.13949,0.14011,0.143721,0.1443,0.14777,0.150723,0.151365,0.155412,0.157334,0.159015,0.163077,0.165716,0.166696,0.173894,0.170775,0.174406,0.178489,0.182113,0.183756,0.186175,0.189758,0.192979,0.193736,0.197206,0.20098,0.203731,0.204122,0.207304,0.209371,0.21221,0.213528,0.222053,0.224722,0.229573,0.234758,0.237154,0.243744,0.246071,0.249151,0.254001,0.256079,0.258317,0.261898,0.264975,0.267192,0.268629,0.270564,0.271721,0.272139,0.272982,0.274121,0.275476,0.276231,0.276795,0.277454,0.27956,0.279912,0.282289,0.284147,0.285009,0.286313,0.288372,0.289179,0.291607,0.29236,0.295488,0.295524,0.295764,0.299131,0.30172,0.303348,0.303415,0.307291,0.309413
